age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
64.0,Early Bird,Moderate,Dry,Asian,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
47.0,Night Owl,Light,Cold,Asian,Sweet
63.0,Irregular,Light,,Mixed,Sour
69.0,Early Bird,Light,Cold,,Sour
22.0,Early Bird,Moderate,Temperate,Mediterranean,Sour
29.0,Early Bird,Moderate,Temperate,Mediterranean,Sour
33.0,Irregular,Moderate,Temperate,Asian,Sour
43.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
43.0,Irregular,Heavy,Dry,Asian,Sour
65.0,Night Owl,Light,Tropical,Mediterranean,Sweet
38.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
56.0,Night Owl,Moderate,Tropical,Asian,Sweet
53.0,,Moderate,Cold,Mediterranean,Salty
,Early Bird,Heavy,Dry,Mediterranean,Salty
47.0,Early Bird,Light,Dry,Mediterranean,Sour
54.0,Early Bird,Light,Tropical,Mediterranean,Sweet
40.0,Early Bird,Moderate,Tropical,Asian,Sweet
27.0,Early Bird,Moderate,Tropical,Mixed,Sweet
22.0,Irregular,Moderate,Dry,Asian,Sweet
53.0,Night Owl,Moderate,,Asian,Sweet
51.0,Early Bird,,Dry,Asian,Sweet
69.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
48.0,Irregular,Light,Cold,Mediterranean,Sour
27.0,,Heavy,Temperate,Mixed,Sour
36.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
49.0,Irregular,Moderate,Temperate,Mixed,Salty
,Night Owl,Heavy,Temperate,Mixed,Sweet
22.0,Early Bird,,Dry,Mediterranean,Sour
62.0,Early Bird,Light,Tropical,Mixed,Sweet
21.0,Night Owl,Moderate,Cold,Asian,Sweet
33.0,Early Bird,Moderate,Temperate,Asian,Sour
,Early Bird,Moderate,Cold,Asian,Sour
33.0,Night Owl,Moderate,Tropical,Mixed,Sweet
19.0,Early Bird,Light,Temperate,Mixed,Sweet
66.0,Early Bird,Heavy,Dry,Asian,Sour
45.0,Night Owl,Moderate,Cold,Mediterranean,Sour
49.0,Irregular,Moderate,Dry,,Sour
44.0,Night Owl,Light,Cold,Mediterranean,Sweet
37.0,Early Bird,Light,Tropical,Mediterranean,Sweet
41.0,Night Owl,Light,Temperate,Mixed,Sweet
29.0,Early Bird,Moderate,Cold,Mixed,Sour
67.0,Early Bird,Heavy,Dry,Mediterranean,Salty
52.0,Night Owl,,Cold,,Sweet
50.0,Early Bird,Light,Cold,Mediterranean,Sour
50.0,Irregular,Light,Cold,Mixed,Sour
68.0,Early Bird,Heavy,Cold,Asian,Sour
60.0,Night Owl,Moderate,Cold,Mediterranean,Sour
54.0,Irregular,Moderate,Cold,Mixed,Salty
29.0,Irregular,Moderate,Dry,Asian,Sweet
20.0,Early Bird,Light,Cold,Mixed,Sweet
18.0,Night Owl,Moderate,Cold,Asian,Sweet
50.0,Early Bird,Light,Cold,Mixed,Sour
57.0,Early Bird,Heavy,Temperate,Asian,Sour
27.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
60.0,Night Owl,Moderate,Tropical,Mixed,Sweet
61.0,Early Bird,Light,,Asian,Sweet
46.0,Irregular,,Dry,Asian,Sweet
30.0,Early Bird,Moderate,Dry,Asian,Sweet
29.0,Irregular,Heavy,Dry,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
63.0,Night Owl,Heavy,Tropical,Asian,Sweet
19.0,Irregular,Heavy,Cold,Mediterranean,Sour
68.0,Night Owl,Heavy,Temperate,,Sour
67.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
52.0,Night Owl,,Temperate,Mediterranean,Sour
,Night Owl,Moderate,Temperate,Mediterranean,Sour
34.0,Night Owl,Heavy,Cold,Mediterranean,Sour
43.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
25.0,Irregular,Moderate,Temperate,Mixed,Sour
46.0,Early Bird,Moderate,Tropical,Mixed,Sour
43.0,Early Bird,Heavy,,Mediterranean,Salty
,Early Bird,Light,Temperate,Asian,Sweet
43.0,Night Owl,Moderate,Cold,Asian,Sweet
51.0,Early Bird,Heavy,Tropical,Asian,Sweet
68.0,Irregular,Heavy,Cold,Mediterranean,Salty
58.0,Early Bird,Moderate,Cold,Asian,Sour
24.0,Night Owl,Light,Cold,Mixed,Sweet
21.0,Irregular,,Cold,Mixed,Sour
67.0,Irregular,,Cold,Mixed,Salty
62.0,Irregular,Heavy,Temperate,Mixed,Salty
28.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
46.0,Early Bird,,Tropical,Mixed,Sour
53.0,Night Owl,Heavy,Cold,Asian,Sweet
42.0,Irregular,Light,Tropical,Asian,Sweet
38.0,Irregular,Moderate,Temperate,Mixed,Salty
53.0,Night Owl,Moderate,Cold,Mixed,Sour
27.0,Early Bird,Moderate,Dry,Mixed,Sour
54.0,Irregular,Moderate,Dry,Asian,Sour
26.0,Early Bird,Moderate,Temperate,Asian,Sweet
41.0,Early Bird,Light,Temperate,Mixed,Sour
52.0,Early Bird,Heavy,Dry,Asian,Sour
66.0,Early Bird,Heavy,Cold,Asian,Sour
52.0,Irregular,Moderate,Temperate,Mediterranean,Salty
65.0,Irregular,Heavy,Dry,Mixed,Salty
53.0,Early Bird,Heavy,Cold,Mixed,Salty
,Early Bird,Heavy,Temperate,Mediterranean,Salty
66.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
56.0,Night Owl,Moderate,Tropical,Asian,Sweet
49.0,Night Owl,Light,Tropical,Mediterranean,Sweet
41.0,Irregular,Moderate,Cold,Mixed,Salty
40.0,Night Owl,Light,Temperate,Mixed,Sweet
49.0,,,Dry,Mixed,Salty
54.0,Irregular,Heavy,Temperate,Asian,Sour
29.0,Irregular,Light,Tropical,Asian,Spicy
66.0,Irregular,Light,Tropical,Mixed,Sweet
30.0,Night Owl,Light,Cold,Mixed,Sweet
40.0,Early Bird,Moderate,Dry,Asian,Sour
42.0,Early Bird,Light,Cold,Asian,Sweet
52.0,Early Bird,Moderate,Dry,Mediterranean,Salty
58.0,Night Owl,Light,Temperate,Asian,Sweet
47.0,Early Bird,,Cold,Asian,Sour
34.0,,Light,,Mixed,Sweet
66.0,Night Owl,Heavy,Cold,Mixed,Sour
37.0,,Heavy,Tropical,Mixed,Sweet
65.0,Early Bird,,Tropical,Mediterranean,Sweet
42.0,Early Bird,Moderate,Dry,Asian,Sour
39.0,Early Bird,,Temperate,Mediterranean,Salty
30.0,Irregular,Moderate,Cold,,Sweet
36.0,Night Owl,Heavy,Tropical,Asian,Sweet
66.0,Irregular,Heavy,Cold,Mixed,Salty
53.0,Night Owl,Heavy,,Asian,Sweet
29.0,Early Bird,Moderate,Dry,Mediterranean,Sour
58.0,Night Owl,,Temperate,Mixed,Sour
36.0,Night Owl,Moderate,Dry,Mediterranean,Sour
29.0,Irregular,,Cold,Mediterranean,Sweet
26.0,Night Owl,Light,Temperate,Mixed,Sweet
24.0,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31.0,Night Owl,Heavy,Cold,Asian,Sweet
48.0,Night Owl,Moderate,Dry,Mixed,Sour
69.0,Irregular,Light,Tropical,Asian,Sweet
36.0,Night Owl,,Cold,Asian,Sweet
64.0,Night Owl,,Cold,Mixed,Sweet
33.0,Irregular,Light,Temperate,Asian,Sweet
22.0,Irregular,Moderate,Temperate,Mediterranean,Sour
52.0,Irregular,,Cold,Mediterranean,Salty
29.0,Irregular,Light,Tropical,Mediterranean,Sweet
,Early Bird,Light,Temperate,,Sweet
69.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
38.0,Night Owl,Moderate,Cold,Asian,Sweet
53.0,Early Bird,Moderate,Cold,Asian,Sour
40.0,Night Owl,Moderate,Temperate,Asian,Sweet
33.0,Early Bird,Moderate,Tropical,Asian,Sweet
56.0,Irregular,Light,Temperate,,Sour
62.0,Irregular,Heavy,Cold,Mediterranean,Salty
59.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
56.0,,Light,Cold,Asian,Sweet
31.0,Night Owl,Light,Temperate,Mixed,Sweet
48.0,Night Owl,Light,Cold,Asian,Sweet
22.0,Night Owl,Light,Cold,,Sweet
52.0,Irregular,Light,Tropical,Mediterranean,Sweet
40.0,Irregular,Moderate,Cold,Mixed,Salty
46.0,,Moderate,Temperate,Asian,Sour
60.0,Irregular,Heavy,Cold,Mixed,Salty
28.0,Night Owl,Moderate,Dry,Asian,Sweet
35.0,Irregular,Light,Temperate,Mixed,Sour
64.0,Irregular,Heavy,Tropical,Mediterranean,Sour
29.0,Irregular,Light,Temperate,Mixed,Sweet
26.0,Irregular,Light,Tropical,Mediterranean,Sweet
27.0,Early Bird,Moderate,Dry,Mediterranean,Sour
61.0,Night Owl,Light,Tropical,Asian,Spicy
34.0,Night Owl,Moderate,Cold,Mixed,Sour
,Irregular,Light,Dry,Mixed,Sour
,Early Bird,Heavy,Dry,Mixed,Sour
63.0,Night Owl,Light,Tropical,Mixed,Sweet
30.0,Night Owl,Moderate,Temperate,Asian,Sweet
57.0,Irregular,Light,Tropical,Asian,Sweet
59.0,Irregular,Moderate,Tropical,Asian,Sweet
26.0,Night Owl,Moderate,Dry,Mediterranean,Sweet
67.0,Night Owl,Heavy,,Mediterranean,Sour
44.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
19.0,Night Owl,Heavy,Tropical,Asian,Spicy
22.0,Night Owl,Heavy,Cold,Mediterranean,Sweet
46.0,Irregular,Light,Cold,Mixed,Sour
54.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
55.0,Irregular,Moderate,Cold,Asian,Sour
36.0,Night Owl,Moderate,Tropical,Asian,Sweet
25.0,Night Owl,,Dry,Asian,Sweet
65.0,Night Owl,,Cold,Asian,Sweet
62.0,Early Bird,Heavy,Dry,Mixed,Salty
18.0,Irregular,Heavy,Temperate,Mediterranean,Sour
39.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
69.0,Night Owl,Light,Cold,,Sweet
,Early Bird,Light,Dry,Mediterranean,Sour
24.0,,Light,Tropical,Mixed,Sweet
42.0,Night Owl,,Dry,Asian,Sweet
62.0,,Moderate,Cold,Mediterranean,Salty
21.0,Early Bird,Light,Dry,Mediterranean,Sweet
53.0,Irregular,Light,Dry,,Sour
23.0,Early Bird,Light,Temperate,Mediterranean,Sweet
48.0,Irregular,Moderate,Cold,Asian,Sour
,Night Owl,Moderate,Dry,Asian,Sweet
61.0,Night Owl,Light,Cold,Mixed,Sweet
56.0,Early Bird,Moderate,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sour
27.0,Night Owl,Light,Tropical,Mediterranean,Spicy
43.0,Early Bird,Moderate,Cold,Mediterranean,Salty
36.0,Night Owl,Light,Cold,Mixed,Sweet
56.0,Early Bird,Light,Dry,Asian,Sweet
20.0,Irregular,Moderate,Dry,Asian,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
30.0,Irregular,Light,Tropical,Mediterranean,Sweet
67.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
45.0,Early Bird,Moderate,Dry,Mediterranean,Salty
37.0,Night Owl,Light,,Mixed,Sweet
,Night Owl,Moderate,Dry,Mixed,Sour
25.0,Night Owl,Moderate,Cold,Mediterranean,Sweet
58.0,Night Owl,Moderate,Temperate,Mixed,Sour
56.0,Night Owl,,Dry,Mixed,Sour
18.0,Early Bird,Light,Dry,Mixed,Sweet
,Early Bird,Heavy,Dry,Asian,Sweet
30.0,Irregular,,Dry,Mixed,Sour
,Irregular,Light,Tropical,Mediterranean,Sweet
66.0,Irregular,Light,Tropical,Asian,Sweet
42.0,Irregular,Heavy,Temperate,Mixed,Salty
50.0,Early Bird,Heavy,Cold,Mediterranean,Salty
55.0,Early Bird,Light,Cold,Mixed,Sour
23.0,Early Bird,Moderate,Temperate,Mediterranean,Sour
61.0,Night Owl,Light,Cold,Mediterranean,Sweet
62.0,Night Owl,Heavy,Tropical,Mixed,Sweet
49.0,Irregular,Moderate,,Mixed,Salty
62.0,Night Owl,Heavy,Cold,Asian,Sweet
64.0,Early Bird,Moderate,Dry,Mixed,Salty
38.0,Irregular,Heavy,Dry,Mediterranean,Salty
33.0,,Moderate,Tropical,Asian,Sweet
38.0,Night Owl,Light,Dry,Mediterranean,Sweet
28.0,Irregular,Light,Cold,Mediterranean,Sweet
54.0,Night Owl,Moderate,Tropical,Mixed,Sweet
53.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
52.0,Irregular,Light,Tropical,Mixed,Sweet
36.0,Night Owl,Light,Cold,Mediterranean,Sweet
37.0,Night Owl,Moderate,Tropical,Asian,Sweet
35.0,Night Owl,Moderate,Cold,Mixed,Sour
64.0,Night Owl,Light,Cold,Asian,Sweet
58.0,Irregular,Heavy,Tropical,Mixed,Sour
66.0,Early Bird,Light,Cold,Asian,Sweet
,,Moderate,Temperate,,Salty
32.0,,Moderate,Cold,Asian,Sweet
48.0,Night Owl,Heavy,Temperate,Asian,Sweet
18.0,Night Owl,,Temperate,Mixed,Sweet
,Early Bird,Moderate,Cold,Mixed,Sour
33.0,Night Owl,Light,Dry,Mediterranean,Sweet
40.0,Irregular,Moderate,Temperate,Mediterranean,Salty
28.0,Irregular,Heavy,Temperate,Mixed,Sour
29.0,Irregular,Light,Tropical,Mixed,Sweet
27.0,Early Bird,Light,Temperate,Asian,Sweet
49.0,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Moderate,Temperate,Mediterranean,Sour
25.0,Night Owl,Moderate,Temperate,Mediterranean,Sweet
55.0,Early Bird,Light,Dry,Mediterranean,Sour
29.0,Early Bird,Heavy,,Asian,Sweet
41.0,Early Bird,Light,Cold,Asian,Sweet
45.0,Early Bird,Light,Dry,Asian,Sweet
25.0,Irregular,Moderate,Temperate,Mediterranean,Sour
45.0,Early Bird,Moderate,Cold,Mixed,Salty
53.0,Early Bird,Moderate,Cold,Mediterranean,Salty
,Early Bird,Moderate,Dry,Asian,Sour
25.0,Night Owl,Moderate,Dry,Mediterranean,Sweet
67.0,Night Owl,Heavy,Cold,Mediterranean,Sour
45.0,Night Owl,Light,Dry,Mediterranean,Sweet
45.0,Irregular,Heavy,Dry,Mediterranean,Salty
54.0,Irregular,Light,Tropical,Asian,Sweet
58.0,Early Bird,Moderate,Dry,Mediterranean,Salty
,Night Owl,Heavy,Tropical,Asian,Sweet
44.0,Irregular,Light,Dry,Mediterranean,Sour
34.0,Night Owl,Moderate,Dry,Asian,Sweet
26.0,Irregular,Moderate,Cold,Mixed,Sour
50.0,Irregular,,Tropical,Asian,Sweet
37.0,Early Bird,Heavy,Dry,Asian,Sour
30.0,Early Bird,Heavy,Temperate,Mixed,Sour
45.0,Irregular,Moderate,Dry,Mixed,Salty
65.0,Early Bird,Light,Cold,Mixed,Sour
46.0,Irregular,Light,Cold,Mixed,Sour
30.0,Irregular,Heavy,Cold,Mixed,Sour
63.0,Night Owl,Light,Tropical,Mixed,Sweet
52.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
23.0,,,Tropical,Mediterranean,Sweet
35.0,Early Bird,Moderate,Temperate,Mixed,Salty
68.0,Night Owl,Heavy,Tropical,Asian,Sweet
22.0,Night Owl,,Cold,Asian,Spicy
64.0,Night Owl,Moderate,Tropical,Mixed,Sweet
42.0,Early Bird,Heavy,,Mediterranean,Sour
19.0,Early Bird,,Dry,Mediterranean,Sour
27.0,,Heavy,Tropical,Asian,Sweet
47.0,Night Owl,Heavy,Dry,Mixed,Sour
67.0,Night Owl,Light,Tropical,Mediterranean,Sweet
62.0,Irregular,Moderate,Dry,Mixed,Salty
22.0,Night Owl,Light,Cold,Mixed,Sweet
50.0,Irregular,,Tropical,Asian,Sweet
18.0,Early Bird,Heavy,,Mixed,Sour
35.0,Night Owl,Light,Tropical,Mixed,Sweet
49.0,Early Bird,Heavy,Temperate,Asian,Sour
64.0,Early Bird,,Temperate,Mediterranean,Salty
66.0,Early Bird,Heavy,Cold,Mixed,Salty
28.0,Early Bird,Light,Cold,Asian,Sweet
,Night Owl,Light,Temperate,Mediterranean,Sweet
43.0,Early Bird,Moderate,Temperate,Mixed,Salty
42.0,Irregular,,Dry,Mediterranean,Salty
39.0,,Light,Tropical,Asian,Spicy
44.0,Early Bird,Light,Temperate,Mixed,Sour
66.0,Night Owl,Light,,Asian,Sweet
30.0,Irregular,,Cold,Asian,Sweet
50.0,Early Bird,Moderate,Temperate,Mixed,Salty
,Irregular,Light,Cold,,Sweet
58.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
52.0,Irregular,Light,Dry,Asian,Sweet
18.0,Early Bird,Light,Tropical,Mixed,Sweet
38.0,Night Owl,Heavy,Dry,Mixed,Sour
65.0,Early Bird,Heavy,Dry,Mediterranean,Salty
,Night Owl,Light,Temperate,Mixed,Sweet
45.0,Early Bird,Moderate,Cold,Asian,Sour
34.0,Early Bird,Light,Dry,Asian,Sweet
22.0,Irregular,Heavy,Temperate,,Sour
48.0,Irregular,Light,Cold,Mediterranean,Sour
,Irregular,Heavy,Cold,Mediterranean,Sour
55.0,Early Bird,Light,Dry,Mixed,Sour
20.0,Early Bird,Light,Cold,Asian,Sweet
40.0,Early Bird,,Tropical,Mixed,Sour
54.0,Night Owl,Heavy,Cold,Mixed,Sour
54.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
27.0,Early Bird,Heavy,Cold,Asian,Sweet
27.0,Irregular,Moderate,Dry,Mediterranean,Sour
36.0,Irregular,Light,Dry,Mediterranean,Sour
34.0,Irregular,,,Asian,Sour
38.0,Early Bird,Light,Tropical,Asian,Sweet
,Irregular,Moderate,Tropical,Asian,Sweet
26.0,Early Bird,Moderate,Dry,Mixed,Sour
63.0,Night Owl,,Dry,Asian,Sweet
18.0,Irregular,Moderate,,Mixed,Sour
,Night Owl,Light,Tropical,Mediterranean,Sweet
62.0,Irregular,Moderate,,Asian,Sour
30.0,Early Bird,Moderate,Tropical,Mixed,Sweet
21.0,Early Bird,Light,Dry,Mixed,Sweet
18.0,Early Bird,Heavy,,Mixed,Sour
66.0,Early Bird,Light,Cold,Mixed,Sour
57.0,Irregular,,Cold,Mediterranean,Sour
49.0,Night Owl,Light,Dry,Asian,Sweet
51.0,Early Bird,Moderate,Temperate,Asian,Sour
45.0,Irregular,Moderate,Dry,Asian,Sour
48.0,Night Owl,Light,,Asian,Spicy
25.0,Early Bird,Light,Tropical,Asian,Spicy
,Night Owl,Heavy,Temperate,Asian,Sweet
43.0,Early Bird,Moderate,Dry,Mixed,Salty
51.0,Night Owl,Moderate,Dry,Asian,Sweet
20.0,,Moderate,Cold,Mixed,Sweet
67.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
29.0,Irregular,Light,Dry,Mixed,Sweet
18.0,Night Owl,Light,Tropical,,Spicy
61.0,Early Bird,Heavy,Dry,Asian,Sour
22.0,Night Owl,Moderate,Dry,Mediterranean,Sweet
47.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
47.0,Irregular,Light,Tropical,,Sweet
34.0,Night Owl,Heavy,Dry,Mixed,Sour
65.0,Night Owl,Light,Tropical,Mediterranean,Sweet
64.0,Early Bird,Moderate,Cold,Mediterranean,Salty
40.0,Early Bird,Moderate,Cold,Asian,Sour
32.0,Irregular,Heavy,Cold,Mixed,Salty
54.0,Night Owl,Light,Tropical,Mediterranean,Sweet
38.0,Night Owl,Moderate,Tropical,Mixed,Sweet
31.0,,Moderate,Tropical,Asian,Sweet
19.0,Irregular,Heavy,Temperate,,Sweet
,Night Owl,Moderate,Tropical,Mediterranean,Sweet
68.0,Early Bird,,Cold,Asian,Sour
,Irregular,Light,Cold,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
51.0,Early Bird,Heavy,Temperate,Mixed,Salty
55.0,Irregular,Heavy,Dry,,Salty
67.0,,Light,Cold,Mediterranean,Sour
51.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
35.0,Irregular,Moderate,Dry,Mixed,Salty
47.0,Early Bird,Heavy,Temperate,Mixed,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
44.0,Night Owl,,Dry,,Sweet
,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,Light,Tropical,,Sweet
69.0,Irregular,Heavy,,Mediterranean,Salty
55.0,Early Bird,Heavy,Dry,Mixed,Salty
50.0,Night Owl,Light,Cold,Mixed,Sweet
41.0,Night Owl,Moderate,Temperate,Asian,Sweet
,Early Bird,Heavy,Tropical,Asian,Sweet
47.0,Early Bird,Heavy,Cold,Mediterranean,Salty
59.0,Early Bird,Moderate,Cold,Asian,Sour
,Early Bird,,Tropical,Mediterranean,Sweet
34.0,Irregular,Heavy,Temperate,Mixed,Salty
22.0,Early Bird,Light,Cold,Mixed,Sweet
46.0,Irregular,Moderate,Cold,Mediterranean,Salty
21.0,,Moderate,Dry,Asian,Sweet
27.0,Early Bird,Light,Dry,Asian,Sweet
34.0,Irregular,Moderate,Tropical,Mixed,Sour
27.0,,Moderate,Tropical,Asian,Sweet
34.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
37.0,Night Owl,Light,Temperate,Mixed,Sweet
41.0,Early Bird,Heavy,Cold,Asian,Sour
,Night Owl,Light,Dry,Mixed,Sweet
51.0,Irregular,Heavy,Temperate,,Salty
23.0,Night Owl,,,Asian,Sweet
19.0,Irregular,Light,Cold,Mediterranean,Sweet
,Early Bird,Light,Tropical,Asian,Spicy
60.0,Irregular,Light,Dry,,Sweet
60.0,Irregular,Light,Cold,Asian,Sweet
65.0,Early Bird,Moderate,Tropical,Asian,Sweet
28.0,Irregular,Moderate,Cold,Asian,Sweet
68.0,,Moderate,Dry,Asian,Sour
64.0,Night Owl,,Cold,Mediterranean,Sour
40.0,Early Bird,Moderate,Cold,Mixed,Salty
,Early Bird,Heavy,Temperate,Mediterranean,Salty
48.0,Irregular,Heavy,Temperate,Asian,Sour
28.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
33.0,Early Bird,Moderate,Cold,Mixed,Salty
25.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
21.0,Night Owl,Heavy,Dry,Asian,Sweet
57.0,Irregular,Light,Tropical,Mixed,Sweet
21.0,Early Bird,Moderate,Cold,Asian,Sweet
42.0,Irregular,Heavy,Temperate,,Sour
20.0,Early Bird,Heavy,Temperate,Mixed,Sour
49.0,Night Owl,Moderate,Tropical,Mixed,Sweet
20.0,Early Bird,Heavy,Temperate,Asian,Sweet
,Early Bird,Moderate,Cold,Mediterranean,Salty
46.0,Night Owl,Heavy,Cold,Mixed,Sour
49.0,,Light,Dry,Mediterranean,Sweet
67.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
68.0,,Moderate,Temperate,Mixed,Salty
36.0,Early Bird,,Dry,Mediterranean,Sour
38.0,Night Owl,Moderate,Tropical,Mixed,Sweet
22.0,Irregular,Heavy,Dry,Mixed,Sour
35.0,Night Owl,Light,Temperate,Mixed,Sweet
45.0,,Light,Tropical,,Sweet
59.0,Irregular,Heavy,Cold,Mediterranean,Salty
39.0,Night Owl,Light,Cold,,Sweet
38.0,Night Owl,Light,Dry,Mixed,Sweet
23.0,Night Owl,Light,Cold,Mixed,Sweet
18.0,Night Owl,Moderate,Temperate,Mixed,Sweet
22.0,Night Owl,Moderate,Dry,Mixed,Sweet
58.0,Night Owl,Light,Temperate,Asian,Sweet
29.0,Night Owl,Heavy,Temperate,Mediterranean,Sweet
43.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
63.0,Night Owl,Moderate,,,Sweet
51.0,Early Bird,Heavy,,Asian,Sweet
66.0,Early Bird,Light,Cold,Asian,Sweet
31.0,Night Owl,Heavy,Tropical,Asian,Sweet
43.0,Early Bird,Moderate,,Mixed,Salty
62.0,Irregular,Moderate,Dry,Asian,Sour
44.0,Early Bird,Light,Dry,Mixed,Sour
26.0,Night Owl,Moderate,Temperate,Asian,Sweet
43.0,Night Owl,Moderate,Cold,Mixed,Sour
64.0,Early Bird,Moderate,Dry,Mixed,Salty
,Night Owl,Heavy,Temperate,Mediterranean,Sour
64.0,,Moderate,Temperate,Mixed,Salty
47.0,Irregular,Heavy,,Asian,Sour
,Night Owl,Moderate,Dry,,Sour
65.0,Irregular,Moderate,Dry,Asian,Sour
34.0,Irregular,Heavy,Tropical,,Sour
43.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
53.0,Irregular,Light,Temperate,Mixed,Sour
18.0,Early Bird,Light,Temperate,Mixed,Sweet
25.0,Night Owl,Heavy,,Asian,Sweet
66.0,Early Bird,Moderate,Temperate,Asian,Sour
52.0,Night Owl,Light,Dry,,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
32.0,Night Owl,Heavy,Cold,,Sweet
64.0,Night Owl,Moderate,Temperate,Mixed,Sour
39.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31.0,Early Bird,Light,Temperate,Asian,Sweet
43.0,Night Owl,Moderate,Dry,Asian,Sweet
45.0,Irregular,Heavy,Cold,Asian,Sour
40.0,Irregular,Heavy,Tropical,Mixed,Sour
31.0,Night Owl,Moderate,Tropical,Asian,Sweet
41.0,Irregular,Moderate,Cold,Mixed,Salty
19.0,Early Bird,Moderate,Dry,Mediterranean,Sour
62.0,Early Bird,Light,Cold,Asian,Sweet
43.0,Night Owl,Light,Tropical,Mixed,Sweet
31.0,Night Owl,Heavy,Cold,Asian,Sweet
68.0,,Heavy,Dry,Asian,Sweet
24.0,Irregular,,Dry,Mediterranean,Sour
20.0,Irregular,Heavy,Temperate,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
,Irregular,Moderate,Cold,Mixed,Salty
63.0,Early Bird,Light,Tropical,Mixed,Sweet
60.0,Irregular,Light,Dry,Mediterranean,Sour
64.0,Early Bird,,Cold,Mixed,Sour
62.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
35.0,Irregular,Moderate,Temperate,Mediterranean,Salty
55.0,Early Bird,Light,Cold,Asian,Sweet
52.0,Irregular,Heavy,Cold,Asian,Sour
68.0,,Moderate,Tropical,Mixed,Sweet
,Early Bird,Light,Tropical,Mediterranean,Sweet
42.0,Irregular,Light,Dry,Mediterranean,Sour
54.0,Irregular,Moderate,Dry,Mediterranean,Salty
45.0,Night Owl,Heavy,Dry,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
56.0,Early Bird,Light,Tropical,Mixed,Sweet
34.0,Irregular,Moderate,Dry,Mixed,Salty
56.0,Irregular,Heavy,Cold,Asian,Sour
39.0,Night Owl,Moderate,,Mixed,Sour
43.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
61.0,Early Bird,Light,Cold,Mediterranean,Sour
42.0,Irregular,Moderate,Dry,Mixed,Salty
34.0,Irregular,Moderate,Dry,Asian,Sour
,Early Bird,Moderate,Temperate,Mediterranean,Sour
37.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
,Night Owl,Light,Dry,Asian,Sweet
21.0,Night Owl,Light,Dry,Mediterranean,Sweet
27.0,Early Bird,Moderate,Tropical,Mixed,Sweet
20.0,Early Bird,Moderate,Dry,Mixed,Sour
,Irregular,Heavy,Dry,Asian,Sour
62.0,Early Bird,Light,Tropical,Asian,Sweet
35.0,Early Bird,Heavy,Tropical,Mixed,Sour
64.0,Irregular,Light,Dry,Asian,Sweet
53.0,Early Bird,Heavy,Tropical,Mixed,Sour
64.0,Night Owl,Moderate,Cold,Asian,Sweet
39.0,Night Owl,Heavy,Temperate,Mixed,Sour
51.0,Irregular,Moderate,Cold,Mediterranean,Salty
,Early Bird,Light,Temperate,Mediterranean,Sour
25.0,Night Owl,Light,Temperate,Mixed,Sweet
